batch,DSB2_loci,time_point,replicate,alignment_name,cis_trans,DSB,combo,repeat,allele,count
6,chr4,180,1,CIS_DSB1_FULL_CHRIII_L02,CIS,DSB1,A_to_B,INTACT,CHRIII_L02,6826
6,chr4,180,1,CIS_DSB1_FULL_CHRIII_L03,CIS,DSB1,A_to_B,INTACT,CHRIII_L03,18356
6,chr4,180,1,CIS_DSB1_FULL_CHRIII_L04,CIS,DSB1,A_to_B,INTACT,CHRIII_L04,127393
6,chr4,180,1,CIS_DSB1_FULL_CHRIV_L01,CIS,DSB1,A_to_B,INTACT,CHRIV_L01,17754
6,chr4,180,1,CIS_DSB1_FULL_CHRIV_L03,CIS,DSB1,A_to_B,INTACT,CHRIV_L03,5337
6,chr4,180,1,CIS_DSB1_FULL_CHRIV_L06_2,CIS,DSB1,A_to_B,INTACT,CHRIV_L06_2,22259
6,chr4,180,1,CIS_DSB1_FULL_CHRIV_L10_2,CIS,DSB1,A_to_B,INTACT,CHRIV_L10_2,14797
6,chr4,180,1,CIS_DSB1_FULL_CHRIV_L12_2,CIS,DSB1,A_to_B,INTACT,CHRIV_L12_2,22924
6,chr4,180,1,CIS_DSB1_FULL_CHRIV_L13,CIS,DSB1,A_to_B,INTACT,CHRIV_L13,13246
6,chr4,180,1,CIS_DSB1_FULL_CHRIV_L15_2,CIS,DSB1,A_to_B,INTACT,CHRIV_L15_2,24287
6,chr4,180,1,CIS_DSB1_FULL_CHRVII_990K,CIS,DSB1,A_to_B,INTACT,CHRVII_990K,25634
6,chr4,180,1,CIS_DSB1_FULL_CHRVII_L03,CIS,DSB1,A_to_B,INTACT,CHRVII_L03,10929
6,chr4,180,1,CIS_DSB1_FULL_CHRVII_L06,CIS,DSB1,A_to_B,INTACT,CHRVII_L06,17537
6,chr4,180,1,CIS_DSB1_FULL_CHRVII_L09,CIS,DSB1,A_to_B,INTACT,CHRVII_L09,7633
6,chr4,180,1,CIS_DSB1_FULL_CHRXII_L01,CIS,DSB1,A_to_B,INTACT,CHRXII_L01,15705
6,chr4,180,1,CIS_DSB1_FULL_CHRXII_L05,CIS,DSB1,A_to_B,INTACT,CHRXII_L05,50405
6,chr4,180,1,CIS_DSB1_FULL_CHRXII_L07,CIS,DSB1,A_to_B,INTACT,CHRXII_L07,16565
6,chr4,180,1,CIS_DSB1_FULL_CHRXII_L12,CIS,DSB1,A_to_B,INTACT,CHRXII_L12,8006
6,chr4,180,1,CIS_DSB1_FULL_CHRXV_L01,CIS,DSB1,A_to_B,INTACT,CHRXV_L01,22259
6,chr4,180,1,CIS_DSB1_FULL_CHRXV_L04,CIS,DSB1,A_to_B,INTACT,CHRXV_L04,25
6,chr4,180,1,CIS_DSB1_FULL_CHRXV_L15,CIS,DSB1,A_to_B,INTACT,CHRXV_L15,6156
6,chr4,180,1,CIS_DSB1_FULL_CHRXV_L17_2,CIS,DSB1,A_to_B,INTACT,CHRXV_L17_2,24203
