batch,DSB2_loci,time_point,replicate,alignment_name,cis_trans,DSB,combo,allele,count
8,chr15,0,1,CIS_A_to_B_DSB1_Chr12_L01,CIS,DSB1,A_to_B,Chr12_L01,7155
8,chr15,0,1,CIS_A_to_B_DSB1_Chr12_L05,CIS,DSB1,A_to_B,Chr12_L05,2998
8,chr15,0,1,CIS_A_to_B_DSB1_Chr12_L07,CIS,DSB1,A_to_B,Chr12_L07,4925
8,chr15,0,1,CIS_A_to_B_DSB1_Chr12_L12,CIS,DSB1,A_to_B,Chr12_L12,9546
8,chr15,0,1,CIS_A_to_B_DSB1_Chr15_L01,CIS,DSB1,A_to_B,Chr15_L01,11406
8,chr15,0,1,CIS_A_to_B_DSB1_Chr15_L04,CIS,DSB1,A_to_B,Chr15_L04,21
8,chr15,0,1,CIS_A_to_B_DSB1_Chr15_L15,CIS,DSB1,A_to_B,Chr15_L15,3935
8,chr15,0,1,CIS_A_to_B_DSB1_Chr15_L17_2,CIS,DSB1,A_to_B,Chr15_L17_2,4079
8,chr15,0,1,CIS_A_to_B_DSB1_Chr15_L18,CIS,DSB1,A_to_B,Chr15_L18,507
8,chr15,0,1,CIS_A_to_B_DSB1_Chr3_L02,CIS,DSB1,A_to_B,Chr3_L02,11179
8,chr15,0,1,CIS_A_to_B_DSB1_Chr3_L03,CIS,DSB1,A_to_B,Chr3_L03,6951
8,chr15,0,1,CIS_A_to_B_DSB1_Chr3_L04,CIS,DSB1,A_to_B,Chr3_L04,18031
8,chr15,0,1,CIS_A_to_B_DSB1_Chr4_L01,CIS,DSB1,A_to_B,Chr4_L01,6025
8,chr15,0,1,CIS_A_to_B_DSB1_Chr4_L03,CIS,DSB1,A_to_B,Chr4_L03,11631
8,chr15,0,1,CIS_A_to_B_DSB1_Chr4_L06_2,CIS,DSB1,A_to_B,Chr4_L06_2,5507
8,chr15,0,1,CIS_A_to_B_DSB1_Chr4_L10_2,CIS,DSB1,A_to_B,Chr4_L10_2,7176
8,chr15,0,1,CIS_A_to_B_DSB1_Chr4_L12_2,CIS,DSB1,A_to_B,Chr4_L12_2,5884
8,chr15,0,1,CIS_A_to_B_DSB1_Chr4_L13,CIS,DSB1,A_to_B,Chr4_L13,5237
8,chr15,0,1,CIS_A_to_B_DSB1_Chr4_L15_2,CIS,DSB1,A_to_B,Chr4_L15_2,3975
8,chr15,0,1,CIS_A_to_B_DSB1_Chr7_990K,CIS,DSB1,A_to_B,Chr7_990K,3986
