batch,DSB2_loci,time_point,replicate,alignment_name,cis_trans,DSB,combo,allele,count
4,chr7,0,1,CIS_A_to_B_DSB1_Chr12_L01,CIS,DSB1,A_to_B,Chr12_L01,23365
4,chr7,0,1,CIS_A_to_B_DSB1_Chr12_L05,CIS,DSB1,A_to_B,Chr12_L05,15119
4,chr7,0,1,CIS_A_to_B_DSB1_Chr12_L07,CIS,DSB1,A_to_B,Chr12_L07,19481
4,chr7,0,1,CIS_A_to_B_DSB1_Chr12_L12,CIS,DSB1,A_to_B,Chr12_L12,22779
4,chr7,0,1,CIS_A_to_B_DSB1_Chr15_L01,CIS,DSB1,A_to_B,Chr15_L01,27868
4,chr7,0,1,CIS_A_to_B_DSB1_Chr15_L04,CIS,DSB1,A_to_B,Chr15_L04,54
4,chr7,0,1,CIS_A_to_B_DSB1_Chr15_L15,CIS,DSB1,A_to_B,Chr15_L15,14456
4,chr7,0,1,CIS_A_to_B_DSB1_Chr15_L17_2,CIS,DSB1,A_to_B,Chr15_L17_2,28338
4,chr7,0,1,CIS_A_to_B_DSB1_Chr15_L18,CIS,DSB1,A_to_B,Chr15_L18,4689
4,chr7,0,1,CIS_A_to_B_DSB1_Chr3_L02,CIS,DSB1,A_to_B,Chr3_L02,26669
4,chr7,0,1,CIS_A_to_B_DSB1_Chr3_L03,CIS,DSB1,A_to_B,Chr3_L03,19
4,chr7,0,1,CIS_A_to_B_DSB1_Chr3_L04,CIS,DSB1,A_to_B,Chr3_L04,38319
4,chr7,0,1,CIS_A_to_B_DSB1_Chr4_L01,CIS,DSB1,A_to_B,Chr4_L01,16192
4,chr7,0,1,CIS_A_to_B_DSB1_Chr4_L03,CIS,DSB1,A_to_B,Chr4_L03,19387
4,chr7,0,1,CIS_A_to_B_DSB1_Chr4_L06_2,CIS,DSB1,A_to_B,Chr4_L06_2,18430
4,chr7,0,1,CIS_A_to_B_DSB1_Chr4_L10_2,CIS,DSB1,A_to_B,Chr4_L10_2,45340
4,chr7,0,1,CIS_A_to_B_DSB1_Chr4_L12_2,CIS,DSB1,A_to_B,Chr4_L12_2,22582
4,chr7,0,1,CIS_A_to_B_DSB1_Chr4_L13,CIS,DSB1,A_to_B,Chr4_L13,19743
4,chr7,0,1,CIS_A_to_B_DSB1_Chr4_L15_2,CIS,DSB1,A_to_B,Chr4_L15_2,21694
4,chr7,0,1,CIS_A_to_B_DSB1_Chr7_990K,CIS,DSB1,A_to_B,Chr7_990K,15400
4,chr7,0,1,CIS_A_to_B_DSB1_Chr7_L03,CIS,DSB1,A_to_B,Chr7_L03,24813
4,chr7,0,1,CIS_A_to_B_DSB1_Chr7_L06,CIS,DSB1,A_to_B,Chr7_L06,27365
4,chr7,0,1,CIS_A_to_B_DSB1_Chr7_L09,CIS,DSB1,A_to_B,Chr7_L09,19495
