batch,DSB2_loci,time_point,replicate,alignment_name,cis_trans,DSB,combo,allele,count
6,chr4,120,1,CIS_A_to_B_DSB1_Chr12_L01,CIS,DSB1,A_to_B,Chr12_L01,3548
6,chr4,120,1,CIS_A_to_B_DSB1_Chr12_L05,CIS,DSB1,A_to_B,Chr12_L05,14670
6,chr4,120,1,CIS_A_to_B_DSB1_Chr12_L07,CIS,DSB1,A_to_B,Chr12_L07,3956
6,chr4,120,1,CIS_A_to_B_DSB1_Chr12_L12,CIS,DSB1,A_to_B,Chr12_L12,2612
6,chr4,120,1,CIS_A_to_B_DSB1_Chr15_L01,CIS,DSB1,A_to_B,Chr15_L01,7163
6,chr4,120,1,CIS_A_to_B_DSB1_Chr15_L04,CIS,DSB1,A_to_B,Chr15_L04,34
6,chr4,120,1,CIS_A_to_B_DSB1_Chr15_L15,CIS,DSB1,A_to_B,Chr15_L15,2966
6,chr4,120,1,CIS_A_to_B_DSB1_Chr15_L17_2,CIS,DSB1,A_to_B,Chr15_L17_2,4446
6,chr4,120,1,CIS_A_to_B_DSB1_Chr15_L18,CIS,DSB1,A_to_B,Chr15_L18,566
6,chr4,120,1,CIS_A_to_B_DSB1_Chr3_L02,CIS,DSB1,A_to_B,Chr3_L02,6307
6,chr4,120,1,CIS_A_to_B_DSB1_Chr3_L03,CIS,DSB1,A_to_B,Chr3_L03,4250
6,chr4,120,1,CIS_A_to_B_DSB1_Chr3_L04,CIS,DSB1,A_to_B,Chr3_L04,52199
6,chr4,120,1,CIS_A_to_B_DSB1_Chr4_L01,CIS,DSB1,A_to_B,Chr4_L01,3547
6,chr4,120,1,CIS_A_to_B_DSB1_Chr4_L03,CIS,DSB1,A_to_B,Chr4_L03,1557
6,chr4,120,1,CIS_A_to_B_DSB1_Chr4_L06_2,CIS,DSB1,A_to_B,Chr4_L06_2,4013
6,chr4,120,1,CIS_A_to_B_DSB1_Chr4_L10_2,CIS,DSB1,A_to_B,Chr4_L10_2,6551
6,chr4,120,1,CIS_A_to_B_DSB1_Chr4_L12_2,CIS,DSB1,A_to_B,Chr4_L12_2,7222
6,chr4,120,1,CIS_A_to_B_DSB1_Chr4_L13,CIS,DSB1,A_to_B,Chr4_L13,2599
6,chr4,120,1,CIS_A_to_B_DSB1_Chr4_L15_2,CIS,DSB1,A_to_B,Chr4_L15_2,6096
6,chr4,120,1,CIS_A_to_B_DSB1_Chr7_990K,CIS,DSB1,A_to_B,Chr7_990K,5774
6,chr4,120,1,CIS_A_to_B_DSB1_Chr7_L03,CIS,DSB1,A_to_B,Chr7_L03,1683
6,chr4,120,1,CIS_A_to_B_DSB1_Chr7_L06,CIS,DSB1,A_to_B,Chr7_L06,5003
6,chr4,120,1,CIS_A_to_B_DSB1_Chr7_L09,CIS,DSB1,A_to_B,Chr7_L09,2124
6,chr4,120,1,CIS_A_to_B_DSB1_UNCUTTABLE,CIS,DSB1,A_to_B,UNCUTTABLE,20548
6,chr4,120,1,CIS_C_to_D_DSB2_Chr4,CIS,DSB2,C_to_D,Chr4,68728
6,chr4,120,1,CIS_C_to_D_DSB2_UNCUTTABLE,CIS,DSB2,C_to_D,UNCUTTABLE,2325
6,chr4,120,1,TRANS_A_to_D_Chr12_L01,TRANS,TRANS,A_to_D,Chr12_L01,133
6,chr4,120,1,TRANS_A_to_D_Chr12_L05,TRANS,TRANS,A_to_D,Chr12_L05,261
6,chr4,120,1,TRANS_A_to_D_Chr12_L07,TRANS,TRANS,A_to_D,Chr12_L07,119
6,chr4,120,1,TRANS_A_to_D_Chr12_L12,TRANS,TRANS,A_to_D,Chr12_L12,57
6,chr4,120,1,TRANS_A_to_D_Chr15_L01,TRANS,TRANS,A_to_D,Chr15_L01,734
6,chr4,120,1,TRANS_A_to_D_Chr15_L04,TRANS,TRANS,A_to_D,Chr15_L04,1
6,chr4,120,1,TRANS_A_to_D_Chr15_L15,TRANS,TRANS,A_to_D,Chr15_L15,16
6,chr4,120,1,TRANS_A_to_D_Chr15_L17_2,TRANS,TRANS,A_to_D,Chr15_L17_2,412
6,chr4,120,1,TRANS_A_to_D_Chr15_L18,TRANS,TRANS,A_to_D,Chr15_L18,4
6,chr4,120,1,TRANS_A_to_D_Chr3_L02,TRANS,TRANS,A_to_D,Chr3_L02,127
6,chr4,120,1,TRANS_A_to_D_Chr3_L03,TRANS,TRANS,A_to_D,Chr3_L03,733
6,chr4,120,1,TRANS_A_to_D_Chr3_L04,TRANS,TRANS,A_to_D,Chr3_L04,3628
6,chr4,120,1,TRANS_A_to_D_Chr4_L01,TRANS,TRANS,A_to_D,Chr4_L01,55
6,chr4,120,1,TRANS_A_to_D_Chr4_L03,TRANS,TRANS,A_to_D,Chr4_L03,49
6,chr4,120,1,TRANS_A_to_D_Chr4_L06_2,TRANS,TRANS,A_to_D,Chr4_L06_2,90
6,chr4,120,1,TRANS_A_to_D_Chr4_L10_2,TRANS,TRANS,A_to_D,Chr4_L10_2,348
6,chr4,120,1,TRANS_A_to_D_Chr4_L12_2,TRANS,TRANS,A_to_D,Chr4_L12_2,915
6,chr4,120,1,TRANS_A_to_D_Chr4_L13,TRANS,TRANS,A_to_D,Chr4_L13,236
6,chr4,120,1,TRANS_A_to_D_Chr4_L15_2,TRANS,TRANS,A_to_D,Chr4_L15_2,730
6,chr4,120,1,TRANS_A_to_D_Chr7_990K,TRANS,TRANS,A_to_D,Chr7_990K,394
6,chr4,120,1,TRANS_A_to_D_Chr7_L03,TRANS,TRANS,A_to_D,Chr7_L03,147
6,chr4,120,1,TRANS_A_to_D_Chr7_L06,TRANS,TRANS,A_to_D,Chr7_L06,280
6,chr4,120,1,TRANS_A_to_D_Chr7_L09,TRANS,TRANS,A_to_D,Chr7_L09,292
6,chr4,120,1,TRANS_A_to_D_UNCUTTABLE,TRANS,TRANS,A_to_D,UNCUTTABLE,714
6,chr4,120,1,TRANS_C_to_B_Chr12_L01,TRANS,TRANS,C_to_B,Chr12_L01,73
6,chr4,120,1,TRANS_C_to_B_Chr12_L05,TRANS,TRANS,C_to_B,Chr12_L05,124
6,chr4,120,1,TRANS_C_to_B_Chr12_L07,TRANS,TRANS,C_to_B,Chr12_L07,70
6,chr4,120,1,TRANS_C_to_B_Chr12_L12,TRANS,TRANS,C_to_B,Chr12_L12,137
6,chr4,120,1,TRANS_C_to_B_Chr15_L01,TRANS,TRANS,C_to_B,Chr15_L01,240
6,chr4,120,1,TRANS_C_to_B_Chr15_L04,TRANS,TRANS,C_to_B,Chr15_L04,0
6,chr4,120,1,TRANS_C_to_B_Chr15_L15,TRANS,TRANS,C_to_B,Chr15_L15,153
6,chr4,120,1,TRANS_C_to_B_Chr15_L17_2,TRANS,TRANS,C_to_B,Chr15_L17_2,61
6,chr4,120,1,TRANS_C_to_B_Chr15_L18,TRANS,TRANS,C_to_B,Chr15_L18,0
6,chr4,120,1,TRANS_C_to_B_Chr3_L02,TRANS,TRANS,C_to_B,Chr3_L02,3
6,chr4,120,1,TRANS_C_to_B_Chr3_L03,TRANS,TRANS,C_to_B,Chr3_L03,81
6,chr4,120,1,TRANS_C_to_B_Chr3_L04,TRANS,TRANS,C_to_B,Chr3_L04,81
6,chr4,120,1,TRANS_C_to_B_Chr4_L01,TRANS,TRANS,C_to_B,Chr4_L01,32
6,chr4,120,1,TRANS_C_to_B_Chr4_L03,TRANS,TRANS,C_to_B,Chr4_L03,10
6,chr4,120,1,TRANS_C_to_B_Chr4_L06_2,TRANS,TRANS,C_to_B,Chr4_L06_2,15
6,chr4,120,1,TRANS_C_to_B_Chr4_L10_2,TRANS,TRANS,C_to_B,Chr4_L10_2,259
6,chr4,120,1,TRANS_C_to_B_Chr4_L12_2,TRANS,TRANS,C_to_B,Chr4_L12_2,373
6,chr4,120,1,TRANS_C_to_B_Chr4_L13,TRANS,TRANS,C_to_B,Chr4_L13,235
6,chr4,120,1,TRANS_C_to_B_Chr4_L15_2,TRANS,TRANS,C_to_B,Chr4_L15_2,122
6,chr4,120,1,TRANS_C_to_B_Chr7_990K,TRANS,TRANS,C_to_B,Chr7_990K,31
6,chr4,120,1,TRANS_C_to_B_Chr7_L03,TRANS,TRANS,C_to_B,Chr7_L03,7
6,chr4,120,1,TRANS_C_to_B_Chr7_L06,TRANS,TRANS,C_to_B,Chr7_L06,45
6,chr4,120,1,TRANS_C_to_B_Chr7_L09,TRANS,TRANS,C_to_B,Chr7_L09,0
