batch,DSB2_loci,time_point,replicate,alignment_name,cis_trans,DSB,combo,allele,count
6,chr4,0,1,CIS_A_to_B_DSB1_Chr12_L01,CIS,DSB1,A_to_B,Chr12_L01,7225
6,chr4,0,1,CIS_A_to_B_DSB1_Chr12_L05,CIS,DSB1,A_to_B,Chr12_L05,16430
6,chr4,0,1,CIS_A_to_B_DSB1_Chr12_L07,CIS,DSB1,A_to_B,Chr12_L07,6293
6,chr4,0,1,CIS_A_to_B_DSB1_Chr12_L12,CIS,DSB1,A_to_B,Chr12_L12,5948
6,chr4,0,1,CIS_A_to_B_DSB1_Chr15_L01,CIS,DSB1,A_to_B,Chr15_L01,8153
6,chr4,0,1,CIS_A_to_B_DSB1_Chr15_L04,CIS,DSB1,A_to_B,Chr15_L04,21
6,chr4,0,1,CIS_A_to_B_DSB1_Chr15_L15,CIS,DSB1,A_to_B,Chr15_L15,6810
6,chr4,0,1,CIS_A_to_B_DSB1_Chr15_L17_2,CIS,DSB1,A_to_B,Chr15_L17_2,8871
6,chr4,0,1,CIS_A_to_B_DSB1_Chr15_L18,CIS,DSB1,A_to_B,Chr15_L18,1264
6,chr4,0,1,CIS_A_to_B_DSB1_Chr3_L02,CIS,DSB1,A_to_B,Chr3_L02,13000
6,chr4,0,1,CIS_A_to_B_DSB1_Chr3_L03,CIS,DSB1,A_to_B,Chr3_L03,5431
6,chr4,0,1,CIS_A_to_B_DSB1_Chr3_L04,CIS,DSB1,A_to_B,Chr3_L04,53103
6,chr4,0,1,CIS_A_to_B_DSB1_Chr4_L01,CIS,DSB1,A_to_B,Chr4_L01,7667
6,chr4,0,1,CIS_A_to_B_DSB1_Chr4_L03,CIS,DSB1,A_to_B,Chr4_L03,8115
6,chr4,0,1,CIS_A_to_B_DSB1_Chr4_L06_2,CIS,DSB1,A_to_B,Chr4_L06_2,7577
6,chr4,0,1,CIS_A_to_B_DSB1_Chr4_L10_2,CIS,DSB1,A_to_B,Chr4_L10_2,7586
6,chr4,0,1,CIS_A_to_B_DSB1_Chr4_L12_2,CIS,DSB1,A_to_B,Chr4_L12_2,9028
6,chr4,0,1,CIS_A_to_B_DSB1_Chr4_L13,CIS,DSB1,A_to_B,Chr4_L13,4764
6,chr4,0,1,CIS_A_to_B_DSB1_Chr4_L15_2,CIS,DSB1,A_to_B,Chr4_L15_2,7354
6,chr4,0,1,CIS_A_to_B_DSB1_Chr7_990K,CIS,DSB1,A_to_B,Chr7_990K,7966
6,chr4,0,1,CIS_A_to_B_DSB1_Chr7_L03,CIS,DSB1,A_to_B,Chr7_L03,3925
6,chr4,0,1,CIS_A_to_B_DSB1_Chr7_L06,CIS,DSB1,A_to_B,Chr7_L06,5865
6,chr4,0,1,CIS_A_to_B_DSB1_Chr7_L09,CIS,DSB1,A_to_B,Chr7_L09,7786
6,chr4,0,1,CIS_A_to_B_DSB1_UNCUTTABLE,CIS,DSB1,A_to_B,UNCUTTABLE,13004
6,chr4,0,1,CIS_C_to_D_DSB2_Chr4,CIS,DSB2,C_to_D,Chr4,164802
6,chr4,0,1,CIS_C_to_D_DSB2_UNCUTTABLE,CIS,DSB2,C_to_D,UNCUTTABLE,2571
6,chr4,0,1,TRANS_A_to_D_Chr12_L01,TRANS,TRANS,A_to_D,Chr12_L01,301
6,chr4,0,1,TRANS_A_to_D_Chr12_L05,TRANS,TRANS,A_to_D,Chr12_L05,237
6,chr4,0,1,TRANS_A_to_D_Chr12_L07,TRANS,TRANS,A_to_D,Chr12_L07,355
6,chr4,0,1,TRANS_A_to_D_Chr12_L12,TRANS,TRANS,A_to_D,Chr12_L12,820
6,chr4,0,1,TRANS_A_to_D_Chr15_L01,TRANS,TRANS,A_to_D,Chr15_L01,275
6,chr4,0,1,TRANS_A_to_D_Chr15_L04,TRANS,TRANS,A_to_D,Chr15_L04,5
6,chr4,0,1,TRANS_A_to_D_Chr15_L15,TRANS,TRANS,A_to_D,Chr15_L15,431
6,chr4,0,1,TRANS_A_to_D_Chr15_L17_2,TRANS,TRANS,A_to_D,Chr15_L17_2,561
6,chr4,0,1,TRANS_A_to_D_Chr15_L18,TRANS,TRANS,A_to_D,Chr15_L18,38
6,chr4,0,1,TRANS_A_to_D_Chr3_L02,TRANS,TRANS,A_to_D,Chr3_L02,1012
6,chr4,0,1,TRANS_A_to_D_Chr3_L03,TRANS,TRANS,A_to_D,Chr3_L03,208
6,chr4,0,1,TRANS_A_to_D_Chr3_L04,TRANS,TRANS,A_to_D,Chr3_L04,2627
6,chr4,0,1,TRANS_A_to_D_Chr4_L01,TRANS,TRANS,A_to_D,Chr4_L01,460
6,chr4,0,1,TRANS_A_to_D_Chr4_L03,TRANS,TRANS,A_to_D,Chr4_L03,302
6,chr4,0,1,TRANS_A_to_D_Chr4_L06_2,TRANS,TRANS,A_to_D,Chr4_L06_2,566
6,chr4,0,1,TRANS_A_to_D_Chr4_L10_2,TRANS,TRANS,A_to_D,Chr4_L10_2,138
6,chr4,0,1,TRANS_A_to_D_Chr4_L12_2,TRANS,TRANS,A_to_D,Chr4_L12_2,92
6,chr4,0,1,TRANS_A_to_D_Chr4_L13,TRANS,TRANS,A_to_D,Chr4_L13,426
6,chr4,0,1,TRANS_A_to_D_Chr4_L15_2,TRANS,TRANS,A_to_D,Chr4_L15_2,266
6,chr4,0,1,TRANS_A_to_D_Chr7_990K,TRANS,TRANS,A_to_D,Chr7_990K,302
6,chr4,0,1,TRANS_A_to_D_Chr7_L03,TRANS,TRANS,A_to_D,Chr7_L03,313
6,chr4,0,1,TRANS_A_to_D_Chr7_L06,TRANS,TRANS,A_to_D,Chr7_L06,107
6,chr4,0,1,TRANS_A_to_D_Chr7_L09,TRANS,TRANS,A_to_D,Chr7_L09,576
6,chr4,0,1,TRANS_A_to_D_UNCUTTABLE,TRANS,TRANS,A_to_D,UNCUTTABLE,471
6,chr4,0,1,TRANS_C_to_B_Chr12_L01,TRANS,TRANS,C_to_B,Chr12_L01,3
6,chr4,0,1,TRANS_C_to_B_Chr12_L05,TRANS,TRANS,C_to_B,Chr12_L05,25
6,chr4,0,1,TRANS_C_to_B_Chr12_L07,TRANS,TRANS,C_to_B,Chr12_L07,5
6,chr4,0,1,TRANS_C_to_B_Chr12_L12,TRANS,TRANS,C_to_B,Chr12_L12,17
6,chr4,0,1,TRANS_C_to_B_Chr15_L01,TRANS,TRANS,C_to_B,Chr15_L01,9
6,chr4,0,1,TRANS_C_to_B_Chr15_L04,TRANS,TRANS,C_to_B,Chr15_L04,0
6,chr4,0,1,TRANS_C_to_B_Chr15_L15,TRANS,TRANS,C_to_B,Chr15_L15,18
6,chr4,0,1,TRANS_C_to_B_Chr15_L17_2,TRANS,TRANS,C_to_B,Chr15_L17_2,8
6,chr4,0,1,TRANS_C_to_B_Chr15_L18,TRANS,TRANS,C_to_B,Chr15_L18,1
6,chr4,0,1,TRANS_C_to_B_Chr3_L02,TRANS,TRANS,C_to_B,Chr3_L02,16
6,chr4,0,1,TRANS_C_to_B_Chr3_L03,TRANS,TRANS,C_to_B,Chr3_L03,7
